956.4833,542.3414
958.3212,544.4272
963.8461,538.8915
960.5544,538.9478
960.0641,536.1528
962.1853,546.8658
972.2079,544.2907
982.5967,539.0392
986.1547,539.6630
969.0242,539.9316
982.5305,545.9991
977.1887,548.5658
974.2737,544.7108
977.0675,553.0661
973.2743,546.9224
975.7866,540.6815
983.7520,546.9974
977.3032,548.0465
979.1547,549.4058
972.4545,550.1398
957.4055,556.2883
965.1576,557.4370
965.5566,562.2155
970.7850,553.4194
973.9067,556.5460
972.0466,553.5506
976.3374,548.7510
970.6953,557.4400
978.6286,561.9285
972.7226,553.3280
966.8890,559.8118
978.6803,555.0110
980.3867,555.7544
975.1494,547.8900
984.9173,550.1608
985.4137,561.7953
985.0935,554.4526
976.5122,556.9515
982.7709,555.6655
976.2559,564.2728
980.2951,568.6018
972.7250,565.9811
973.0535,559.2305
969.3962,557.4755
972.3134,557.2376
969.1934,556.7909
970.5789,549.1676
974.4308,549.2369
974.9952,559.0571
974.6449,552.0570
968.5501,549.4318
970.3104,546.1934
968.9072,547.2101
961.4568,554.2394
969.9801,556.2978
967.0939,558.1121
983.8729,556.7810
979.7732,555.4418
984.3766,549.6129
969.5480,540.5993
973.6628,537.0712
971.9803,541.1852
974.0995,555.6521
967.9322,549.3721
966.6759,549.5187
967.7430,544.4961
974.3904,545.7573
980.8506,537.1229
979.8636,550.5839
969.2587,554.8106
978.5544,552.7391
962.8537,560.1190
975.1808,558.7647
982.9878,554.0030
976.8032,556.6180
974.6674,556.3938
970.4120,554.2132
968.6845,559.6119
971.4035,551.9817
987.0209,551.8819
983.9954,553.1087
980.0699,545.4307
976.9074,543.2661
969.1087,538.1222
973.2449,551.4907
984.8571,551.9895
991.2521,556.3369
986.3254,549.5233
983.6681,560.7318
981.9562,563.1723
973.2868,558.1091
968.4646,559.0541
970.1411,550.7827
969.9962,563.4839
972.6408,556.5414
964.0613,557.4391
957.0612,557.1189
963.2832,554.1805
961.3506,549.1565
961.1262,542.9368
961.7109,549.9794
957.7361,551.0975
967.5158,547.9876
967.7396,550.3498
970.2744,547.9996
969.4464,537.3984
972.8709,537.2911
964.1689,548.2471
954.0624,548.3721
954.3454,548.1961
956.1634,563.2164
958.8983,558.8587
963.0225,543.1747
970.3932,542.3732
964.6324,539.6177
964.5335,548.3731
975.6172,548.2761
975.5497,555.0194
978.3737,548.2857
973.4512,548.6628
977.2200,545.1188
978.2938,553.7237
982.1892,553.6493
979.2264,542.7198
981.3004,542.6508
985.3854,545.2349
984.8412,556.2716
986.6940,551.4772
982.2559,558.0080
971.7407,544.9343
981.5495,538.7855
979.8572,542.3383
985.8328,547.1187
973.9948,552.7945
970.0872,553.9897
969.3284,557.3303
963.5127,555.2994
966.6806,562.1520
964.0560,556.0467
962.1833,550.5094
966.7202,543.8761
970.5109,553.2918
972.1664,551.3987
966.3031,545.0613
969.6726,544.0286
981.0964,542.4444
973.6469,546.5156
975.4363,536.2666
978.3966,545.5311
970.5911,542.7514
972.9903,537.2897
970.7903,536.7717
974.1555,534.3390
972.9003,536.7396
967.4036,547.7345
973.2524,548.7309
963.7273,549.8614
968.3259,545.8431
968.0986,551.1884
970.5509,556.6417
966.5505,555.7676
968.9720,546.1728
970.7733,544.0560
962.6671,550.5001
968.2072,557.1338
967.5882,543.4681
968.2098,546.2086
961.8240,540.3775
966.4602,540.6482
965.7133,548.1983
968.4641,540.4178
972.6720,558.0778
970.4964,554.0411
971.9691,551.8480
974.7687,544.7394
976.2284,548.4914
962.9990,548.2236
963.0845,545.4573
961.0705,541.4069
973.6255,549.3757
970.4218,544.8346
969.2339,544.8633
963.1549,545.7326
966.8312,550.1240
971.7169,557.4180
967.1485,549.5076
967.1205,546.2135
967.2461,555.3427
965.2730,550.7047
964.7526,548.2603
967.3866,551.8518
959.8036,548.0062
971.1798,548.2632
958.4842,550.6677
964.0577,544.9910
975.6576,543.4420
972.0620,557.9308
964.2210,550.9150
961.6182,563.2629
965.9943,552.0032
966.5729,548.3976
967.6837,559.7230
972.2331,546.4530
967.0983,539.5857
967.6699,546.0620
963.4391,550.5578
962.0285,552.0599
969.8076,550.0375
965.9613,554.3528
970.6630,559.3548
974.3361,559.9882
965.7281,559.0516
971.8697,552.3288
968.9926,553.4684
967.4256,558.1027
962.4005,565.2375
970.1070,560.2755
964.5237,555.5747
965.0977,550.1786
960.8191,550.5409
967.3579,555.4902
960.8458,567.9799
967.5274,550.5209
969.9312,557.0596
976.1305,548.6543
972.3850,554.9460
972.0305,550.4565
971.6728,552.0590
951.9133,551.5233
960.1416,546.8939
961.0301,555.6472
964.8436,556.5293
969.3289,552.3350
967.3942,554.2448
968.3860,557.4029
967.6031,557.2174
968.7992,546.7411
973.7974,547.8182
979.9119,542.6045
980.7527,541.9467
975.1505,548.1886
981.1385,557.7607
982.9478,544.4111
979.0113,551.3013
987.4940,557.8493
976.7736,552.0771
974.1101,552.5021
977.3706,539.2380
983.7266,548.0143
979.3536,548.6394
969.3397,546.5784
971.1028,550.0865
969.8905,555.3510
964.5867,551.6913
966.8416,564.7646
967.1906,559.6767
967.7158,552.4052
966.4751,557.0205
971.1677,561.8006
964.8886,558.1346
965.5368,544.6985
964.3209,537.5279
966.3346,540.2649
958.0901,547.2996
967.9584,550.5483
966.3294,540.1763
962.8451,549.8963
968.0361,546.5373
977.7563,548.8420
972.3937,553.8310
967.6876,553.3901
968.0635,554.4246
962.9038,553.1916
962.3308,551.7658
958.5848,541.0656
957.6032,544.4033
958.5243,544.7638
959.4832,545.1606
956.8780,536.7494
959.6967,549.9817
966.7136,557.2102
970.5793,541.8115
969.8045,531.9217
973.6808,540.3404
968.0774,539.6429
971.6256,532.5781
976.0891,531.2638
967.0522,547.8142
961.3853,545.8447
959.1195,546.4443
962.5347,543.5258
959.6324,538.0860
960.7858,542.9634
968.0881,540.1556
974.6180,528.7917
972.3600,528.5352
974.5117,525.7694
966.8815,527.2669
963.5874,534.7781
968.2132,534.5341
961.9018,536.1341
965.1792,535.2045
968.5184,533.4245
960.6635,540.8940
965.1356,547.3335
969.0683,538.6845
968.0384,537.1568
977.4654,536.6528
970.7553,534.6402
965.7796,529.2139
962.8236,533.0471
